code_ine,Nombre,Votantes,Nulos,VotosValidos(votantes-nulos),VotosSinRepresentacion,CandidaturasSinRepresentacion,%SinRepresentacion(votantes-nulos),VotosValidos(enblanco+candidaturas),%SinRepresentacion(enblanco+candidaturas)
34025050180,Mozota,102,2,100,3,2,"3,00%",79,"3,80%"
34092525025,Naut Aran,1060,7,1053,40,2,"3,80%",1053,"3,80%"
34070505194,Riocabado,108,1,107,4,1,"3,74%",105,"3,81%"
34101212032,Borriana/Burriana,16135,222,15913,607,2,"3,81%",15913,"3,81%"
34132828022,Boadilla del Monte,34666,244,34422,1321,2,"3,84%",34422,"3,84%"
34073737243,La Peña,43,1,42,1,1,"2,38%",26,"3,85%"
34074747022,Bocos de Duero,53,0,53,1,1,"1,89%",26,"3,85%"
34081616112,Huete,1134,17,1117,43,1,"3,85%",1117,"3,85%"
34153131097,Estella-Lizarra,6426,68,6358,245,1,"3,85%",6358,"3,85%"
34072424076,Garrafe de Torío,1150,14,1136,44,1,"3,87%",1136,"3,87%"
34084545028,Calera y Chozas,2869,85,2784,108,1,"3,88%",2784,"3,88%"
34074040070,Duruelo,111,2,109,4,1,"3,67%",103,"3,88%"
34012929022,Benadalid,141,7,134,4,1,"2,99%",103,"3,88%"
34014141029,Castilleja de la Cuesta,8092,136,7956,309,1,"3,88%",7956,"3,88%"
34014141024,Carmona,12918,173,12745,495,1,"3,88%",12745,"3,88%"
34162020010,Anoeta,991,13,978,38,1,"3,89%",978,"3,89%"
34053838008,Breña Alta,4219,52,4167,162,2,"3,89%",4167,"3,89%"
34073737087,Carrascal de Barregas,705,11,694,27,1,"3,89%",694,"3,89%"
34010404901,Las Tres Villas,390,5,385,15,1,"3,90%",385,"3,90%"
34025050057,Brea de Aragón,1014,13,1001,39,1,"3,90%",1001,"3,90%"
34162020030,Eibar,12421,134,12287,479,1,"3,90%",12287,"3,90%"
34084545002,Alameda de la Sagra,1935,37,1898,74,1,"3,90%",1898,"3,90%"
34104646035,Almussafes,5367,91,5276,206,1,"3,90%",5276,"3,90%"
34070505116,Malpartida de Corneja,79,0,79,5,1,"6,33%",128,"3,91%"
34073737224,La Orbada,151,3,148,5,1,"3,38%",128,"3,91%"
34070909904,Valle de las Navas,395,11,384,15,1,"3,91%",384,"3,91%"
34073434217,Villalobón,1039,15,1024,40,1,"3,91%",1024,"3,91%"
34132828058,Fuenlabrada,96497,1006,95491,3731,2,"3,91%",95491,"3,91%"
34053838020,Güímar,10703,154,10549,413,1,"3,92%",10549,"3,92%"
34111010067,Coria,6836,170,6666,261,1,"3,92%",6666,"3,92%"
34074040075,Escobar de Polendos,128,3,125,4,1,"3,20%",102,"3,92%"
34074040203,Torrecaballeros,773,8,765,30,1,"3,92%",765,"3,92%"
34022222904,La Sotonera,591,5,586,23,2,"3,92%",586,"3,92%"
34164848021,Busturia,890,24,866,34,1,"3,93%",866,"3,93%"
34011414005,Almodóvar del Río,3938,47,3891,153,1,"3,93%",3891,"3,93%"
34153131907,Zizur Mayor/Zizur Nagusia,8190,82,8108,319,1,"3,93%",8108,"3,93%"
34074949065,Fermoselle,802,15,787,31,2,"3,94%",787,"3,94%"
34123232010,Beade,283,4,279,11,1,"3,94%",279,"3,94%"
34092525122,Linyola,1320,52,1268,50,1,"3,94%",1268,"3,94%"
34132828106,Parla,49582,760,48822,1927,4,"3,95%",48822,"3,95%"
34104646139,Guadassuar,3632,62,3570,141,1,"3,95%",3570,"3,95%"
34012121050,Moguer,8519,136,8383,332,1,"3,96%",8383,"3,96%"
34072424229,Villazanzo de Valderaduey,307,4,303,12,1,"3,96%",303,"3,96%"
34090808088,La Garriga,7557,236,7321,290,1,"3,96%",7321,"3,96%"
34081313096,Villarrubia de los Ojos,5568,170,5398,214,1,"3,96%",5398,"3,96%"
34162020047,Itsasondo,280,3,277,11,1,"3,97%",277,"3,97%"
34074242019,Almarza,436,8,428,17,1,"3,97%",428,"3,97%"
34122727066,Viveiro,8228,126,8102,322,2,"3,97%",8102,"3,97%"
34160101051,Agurain/Salvatierra,2372,39,2333,93,2,"3,99%",2333,"3,99%"
34121515021,Carral,3988,50,3938,157,1,"3,99%",3938,"3,99%"
34053838045,Tazacorte,2660,28,2632,105,2,"3,99%",2632,"3,99%"
34164848903,Loiu,1240,62,1178,47,1,"3,99%",1178,"3,99%"
34081919293,Uceda,1660,31,1629,65,1,"3,99%",1629,"3,99%"
34110606158,Zafra,9330,236,9094,363,2,"3,99%",9094,"3,99%"
34025050152,Maella,1068,16,1052,42,1,"3,99%",1052,"3,99%"
34132828084,Mejorada del Campo,11281,185,11096,443,1,"3,99%",11096,"3,99%"
34011111011,El Bosque,1224,73,1151,46,2,"4,00%",1151,"4,00%"
34063939035,Laredo,6489,234,6255,250,1,"4,00%",6255,"4,00%"
34074747127,Quintanilla de Arriba,104,2,102,4,1,"3,92%",100,"4,00%"
34022222012,Albero Bajo,80,2,78,3,1,"3,85%",75,"4,00%"
34081616062,Casas de Garcimolina,31,2,29,1,1,"3,45%",25,"4,00%"
34110606118,Sancti-Spíritus,133,7,126,4,1,"3,17%",100,"4,00%"
34162020058,Olaberria,501,2,499,20,1,"4,01%",499,"4,01%"
34053535032,Valleseco,2508,40,2468,99,3,"4,01%",2468,"4,01%"
34073434171,Santibáñez de la Peña,655,7,648,26,1,"4,01%",648,"4,01%"
34090808018,Balsareny,1506,37,1469,59,1,"4,02%",1469,"4,02%"
34012323072,La Puerta de Segura,1556,14,1542,62,1,"4,02%",1542,"4,02%"
34081616003,Alarcón,130,6,124,5,2,"4,03%",124,"4,03%"
34053535025,Tejeda,1357,21,1336,54,3,"4,04%",1336,"4,04%"
34094343019,Ascó,984,44,940,38,1,"4,04%",940,"4,04%"
34100303046,Busot,1496,37,1459,59,1,"4,04%",1459,"4,04%"
34012929015,Antequera,19503,268,19235,778,1,"4,04%",19235,"4,04%"
34010404061,Lúcar,570,2,568,23,2,"4,05%",568,"4,05%"
34084545046,Cebolla,1715,37,1678,68,1,"4,05%",1678,"4,05%"
34090808189,Sant Pere Sallavinera,103,1,102,6,1,"5,88%",148,"4,05%"
34074040125,La Matilla,60,3,57,3,1,"5,26%",74,"4,05%"
34172626079,Huércanos,558,16,542,22,1,"4,06%",542,"4,06%"
34012323005,Andújar,17829,287,17542,713,2,"4,06%",17542,"4,06%"
34160101058,Legutio,806,19,787,32,1,"4,07%",787,"4,07%"
34121515045,Mazaricos,2668,12,2656,108,1,"4,07%",2656,"4,07%"
34092525211,Sudanell,427,9,418,17,1,"4,07%",418,"4,07%"
34123636007,Campo Lameiro,1197,20,1177,48,1,"4,08%",1177,"4,08%"
34011818098,Huéscar,4099,103,3996,163,2,"4,08%",3996,"4,08%"
34094343083,El Milà,120,0,120,4,1,"3,33%",98,"4,08%"
34040707060,Sineu,2210,32,2178,89,1,"4,09%",2178,"4,09%"
34012929054,Fuengirola,24124,178,23946,979,1,"4,09%",23946,"4,09%"
34110606038,Cordobilla de Lácara,626,15,611,25,1,"4,09%",611,"4,09%"
34022222021,Almudévar,1365,22,1343,55,1,"4,10%",1343,"4,10%"
34073434004,Aguilar de Campoo,3648,88,3560,146,1,"4,10%",3560,"4,10%"
34092525036,Aspa,106,13,93,3,2,"3,23%",73,"4,11%"
34090808033,Caldes de Montbui,7110,127,6983,287,1,"4,11%",6983,"4,11%"
34081313031,Carrión de Calatrava,2031,43,1988,82,1,"4,12%",1988,"4,12%"
34012121021,Cartaya,7976,148,7828,323,1,"4,13%",7828,"4,13%"
34132828033,Campo Real,3233,59,3174,131,1,"4,13%",3174,"4,13%"
34025050242,Sediles,82,0,82,5,1,"6,10%",121,"4,13%"
34172626046,Cenicero,1178,18,1160,48,1,"4,14%",1160,"4,14%"
34081616228,Valdeolivas,171,1,170,7,1,"4,12%",169,"4,14%"
34074040079,Fresno de Cantespino,193,0,193,8,1,"4,15%",193,"4,15%"
34084545153,San Pablo de los Montes,1180,22,1158,48,1,"4,15%",1158,"4,15%"
34063939073,Santa Cruz de Bezana,7529,105,7424,308,1,"4,15%",7424,"4,15%"
34123232028,Cualedro,1095,11,1084,45,1,"4,15%",1084,"4,15%"
34024444153,Monreal del Campo,1155,25,1130,47,1,"4,16%",1130,"4,16%"
34132828108,Pedrezuela,2927,42,2885,120,1,"4,16%",2885,"4,16%"
34081919040,Armallones,49,0,49,2,1,"4,08%",48,"4,17%"
34070909423,Vileña,25,0,25,1,1,"4,00%",24,"4,17%"
34073737163,La Hoya,26,1,25,1,1,"4,00%",24,"4,17%"
34172626119,Préjano,158,8,150,6,1,"4,00%",144,"4,17%"
34081616174,Puebla del Salvador,156,5,151,6,1,"3,97%",144,"4,17%"
34074949190,San Martín de Valderaduey,38,2,36,1,1,"2,78%",24,"4,17%"
34070909090,Castrillo Mota de Judíos,39,1,38,1,1,"2,63%",24,"4,17%"
34090808271,Sobremunt,40,2,38,1,1,"2,63%",24,"4,17%"
34123232046,Melón,869,5,864,36,1,"4,17%",864,"4,17%"
34123232076,San Cristovo de Cea,1389,21,1368,57,1,"4,17%",1368,"4,17%"
34111010115,Malpartida de Cáceres,2793,84,2709,113,1,"4,17%",2709,"4,17%"
34100303053,Castalla,5857,111,5746,240,2,"4,18%",5746,"4,18%"
34072424134,La Robla,2187,34,2153,90,1,"4,18%",2153,"4,18%"
34011818144,Nívar,614,16,598,25,1,"4,18%",598,"4,18%"
34080202064,Pozo-Lorente,299,12,287,12,1,"4,18%",287,"4,18%"
34025050181,Muel,819,30,789,33,1,"4,18%",789,"4,18%"
34011818096,Huélago,239,0,239,10,1,"4,18%",239,"4,18%"
34132828060,Fuentidueña de Tajo,1328,15,1313,55,1,"4,19%",1313,"4,19%"
34121515043,Malpica de Bergantiños,3447,81,3366,141,1,"4,19%",3366,"4,19%"
34012323024,La Carolina,9303,259,9044,379,2,"4,19%",9044,"4,19%"
34123232026,Coles,1949,17,1932,81,1,"4,19%",1932,"4,19%"
34090808076,Esparreguera,8481,181,8300,348,1,"4,19%",8300,"4,19%"
34164848092,Bedia,635,15,620,26,2,"4,19%",620,"4,19%"
34012323086,Torredelcampo,7778,149,7629,320,1,"4,19%",7629,"4,19%"
34063939087,Torrelavega,27753,693,27060,1136,1,"4,20%",27060,"4,20%"
34100303082,Jávea/Xàbia,8888,139,8749,368,1,"4,21%",8749,"4,21%"
34100303056,Cocentaina,6188,129,6059,255,1,"4,21%",6059,"4,21%"
34012121032,Escacena del Campo,1303,139,1164,49,1,"4,21%",1164,"4,21%"
34081313058,Moral de Calatrava,3073,37,3036,128,2,"4,22%",3036,"4,22%"
34160101031,Laguardia,936,35,901,38,2,"4,22%",901,"4,22%"
34011818187,Villanueva de las Torres,405,2,403,17,1,"4,22%",403,"4,22%"
34123232063,A Pobra de Trives,1319,16,1303,55,1,"4,22%",1303,"4,22%"
34070505238,Solosancho,600,8,592,25,2,"4,22%",592,"4,22%"
34073737377,Yecla de Yeltes,170,12,158,6,1,"3,80%",142,"4,23%"
34033333059,Salas,3075,47,3028,128,2,"4,23%",3028,"4,23%"
34132828154,Torres de la Alameda,4061,95,3966,168,1,"4,24%",3966,"4,24%"
34040707014,Capdepera,4062,101,3961,168,1,"4,24%",3961,"4,24%"
34053838019,Guía de Isora,8642,97,8545,363,1,"4,25%",8545,"4,25%"
34014141041,Estepa,6822,231,6591,280,1,"4,25%",6591,"4,25%"
34070505190,Pozanco,48,0,48,2,2,"4,17%",47,"4,26%"
34024444052,Calomarde,56,2,54,2,1,"3,70%",47,"4,26%"
34024444002,Abejuela,47,0,47,2,1,"4,26%",47,"4,26%"
34084545167,El Toboso,1163,12,1151,49,1,"4,26%",1151,"4,26%"
34063939011,Bareyo,1396,11,1385,59,1,"4,26%",1385,"4,26%"
34100303015,Almoradí,9136,127,9009,384,1,"4,26%",9009,"4,26%"
34111010032,Brozas,1259,16,1243,53,1,"4,26%",1243,"4,26%"
34162020018,Azpeitia,6894,144,6750,288,3,"4,27%",6750,"4,27%"
34010404037,Chirivel,966,6,960,41,1,"4,27%",960,"4,27%"
34033333005,Belmonte de Miranda,1004,21,983,42,1,"4,27%",983,"4,27%"
34153131016,Ansoáin/Antsoain,5363,81,5282,226,1,"4,28%",5282,"4,28%"
34164848035,Fruiz,330,3,327,14,2,"4,28%",327,"4,28%"
34022222130,Jaca,6286,106,6180,265,2,"4,29%",6180,"4,29%"
34143030003,Águilas,16915,210,16705,718,1,"4,30%",16705,"4,30%"
34094343160,Vallmoll,973,20,953,41,1,"4,30%",953,"4,30%"
34091717047,Castelló d'Empúries,2697,73,2624,113,2,"4,31%",2624,"4,31%"
34073737367,Villasbuenas,129,4,125,5,1,"4,00%",116,"4,31%"
34010404045,Fiñana,1378,10,1368,59,2,"4,31%",1368,"4,31%"
34014141065,Morón de la Frontera,12432,287,12145,525,1,"4,32%",12145,"4,32%"
34104646021,Aldaia,16878,138,16740,724,3,"4,32%",16740,"4,32%"
34033333003,Amieva,420,4,416,18,1,"4,33%",416,"4,33%"
34074242045,Cabrejas del Pinar,209,1,208,9,1,"4,33%",208,"4,33%"
34110606153,Villanueva de la Serena,14157,340,13817,600,1,"4,34%",13817,"4,34%"
34084545019,Bargas,5638,71,5567,242,1,"4,35%",5567,"4,35%"
34132828097,Navarredonda y San Mamés,123,6,117,4,3,"3,42%",92,"4,35%"
34092525114,Ivorra,77,7,70,2,1,"2,86%",46,"4,35%"
34073737262,Puertas,47,9,38,1,1,"2,63%",23,"4,35%"
34074040055,Cilleruelo de San Mamés,23,0,23,1,1,"4,35%",23,"4,35%"
34081616030,Bascuñana de San Pedro,23,0,23,1,1,"4,35%",23,"4,35%"
34081616163,Portilla,47,1,46,2,1,"4,35%",46,"4,35%"
34172626115,Pinillos,23,0,23,1,1,"4,35%",23,"4,35%"
34100303902,Pilar de la Horadada,7602,82,7520,327,2,"4,35%",7520,"4,35%"
34153131201,Pamplona/Iruña,102111,833,101278,4410,5,"4,35%",101278,"4,35%"
34073737081,Cantalapiedra,655,12,643,28,1,"4,35%",643,"4,35%"
34090808204,Sant Climent de Llobregat,2056,38,2018,88,2,"4,36%",2018,"4,36%"
34011818086,Gorafe,301,3,298,13,1,"4,36%",298,"4,36%"
34074747050,Cigales,2487,58,2429,106,1,"4,36%",2429,"4,36%"
34033333025,Gozón,5822,55,5767,252,1,"4,37%",5767,"4,37%"
34033333018,Coaña,2087,29,2058,90,1,"4,37%",2058,"4,37%"
34011111037,Trebujena,4544,112,4432,194,2,"4,38%",4432,"4,38%"
34014141076,Pruna,1391,66,1325,58,1,"4,38%",1325,"4,38%"
34070505193,Rasueros,147,5,142,6,1,"4,23%",137,"4,38%"
34080202009,Almansa,13442,179,13263,582,1,"4,39%",13263,"4,39%"
34104646156,Llombai,1701,44,1657,73,1,"4,41%",1657,"4,41%"
34011414008,Belalcázar,2081,39,2042,90,1,"4,41%",2042,"4,41%"
34010404103,Zurgena,1371,10,1361,60,1,"4,41%",1361,"4,41%"
34164848081,Lezama,1366,28,1338,59,2,"4,41%",1338,"4,41%"
34123636025,A Lama,1505,10,1495,66,1,"4,41%",1495,"4,41%"
34072424070,Fabero,2848,63,2785,123,2,"4,42%",2785,"4,42%"
34101212048,Cortes de Arenoso,208,5,203,9,1,"4,43%",203,"4,43%"
34014141043,El Garrobo,516,20,496,22,1,"4,44%",496,"4,44%"
34160101054,Urkabustaiz,735,14,721,32,2,"4,44%",721,"4,44%"
34053838028,Puerto de la Cruz,14116,165,13951,620,1,"4,44%",13951,"4,44%"
34092525044,Bassella,149,4,145,6,1,"4,14%",135,"4,44%"
34110606120,Santa Amalia,2734,104,2630,117,2,"4,45%",2630,"4,45%"
34153131086,Valle de Egüés/Eguesibar,9699,82,9617,428,1,"4,45%",9617,"4,45%"
34070505241,El Tiemblo,2133,48,2085,93,1,"4,46%",2085,"4,46%"
34132828125,Robledo de Chavela,2594,39,2555,114,1,"4,46%",2555,"4,46%"
34110606040,Corte de Peleas,780,18,762,34,1,"4,46%",762,"4,46%"
34040707039,Muro,3806,41,3765,168,1,"4,46%",3765,"4,46%"
34123636041,Poio,9374,120,9254,413,1,"4,46%",9254,"4,46%"
34091717110,Mont-ras,861,10,851,38,1,"4,47%",851,"4,47%"
34090808001,Abrera,5242,48,5194,232,1,"4,47%",5194,"4,47%"
34033333038,Morcín,1595,30,1565,70,1,"4,47%",1565,"4,47%"
34100303033,Benifato,88,1,87,3,1,"3,45%",67,"4,48%"
34121515082,Teo,9623,159,9464,424,2,"4,48%",9464,"4,48%"
34164848027,Durango,14552,189,14363,645,1,"4,49%",14363,"4,49%"
34110606059,Granja de Torrehermosa,1229,27,1202,54,1,"4,49%",1202,"4,49%"
34104646082,Canet d'En Berenguer,3673,50,3623,163,1,"4,50%",3623,"4,50%"
34091717062,L'Escala,3238,40,3198,144,1,"4,50%",3198,"4,50%"
34164848053,Laukiz,655,11,644,29,1,"4,50%",644,"4,50%"
34014141049,Guillena,7441,167,7274,328,1,"4,51%",7274,"4,51%"
34100303088,Monforte del Cid,4420,56,4364,197,2,"4,51%",4364,"4,51%"
34072424114,La Pola de Gordón,1674,16,1658,75,1,"4,52%",1658,"4,52%"
34090808107,Lliçà d'Amunt,6026,80,5946,269,2,"4,52%",5946,"4,52%"
34090808161,Piera,6058,113,5945,269,1,"4,52%",5945,"4,52%"
34040707059,Ses Salines,2310,34,2276,103,1,"4,53%",2276,"4,53%"
34121515060,Oroso,4590,83,4507,204,1,"4,53%",4507,"4,53%"
34090808016,Bagà,1158,32,1126,51,1,"4,53%",1126,"4,53%"
34012929046,Cortes de la Frontera,1968,27,1941,88,1,"4,53%",1941,"4,53%"
34063939022,Cillorigo de Liébana,824,8,816,37,2,"4,53%",816,"4,53%"
34123232077,Sandiás,878,18,860,39,1,"4,53%",860,"4,53%"
34010404099,Vélez-Rubio,3551,89,3462,157,1,"4,53%",3462,"4,53%"
34010404053,Huércal-Overa,9213,116,9097,413,2,"4,54%",9097,"4,54%"
34090808135,Montmeló,4147,51,4096,186,1,"4,54%",4096,"4,54%"
34012323053,Jódar,6304,117,6187,281,2,"4,54%",6187,"4,54%"
34074747052,Cistérniga,4587,76,4511,205,1,"4,54%",4511,"4,54%"
34092525071,Cava,32,0,32,2,1,"6,25%",44,"4,55%"
34073737074,Campillo de Azaba,114,3,111,5,1,"4,50%",110,"4,55%"
34094343053,Duesaigües,123,9,114,4,1,"3,51%",88,"4,55%"
34172626174,Villarta-Quintana,95,5,90,3,1,"3,33%",66,"4,55%"
34070505088,Grandes y San Martín,36,1,35,1,1,"2,86%",22,"4,55%"
34022222009,Albelda,464,2,462,21,1,"4,55%",462,"4,55%"
34070505049,Cardeñosa,319,11,308,14,1,"4,55%",308,"4,55%"
34091717160,Sant Feliu de Guíxols,7754,109,7645,348,1,"4,55%",7645,"4,55%"
34090808230,Premià de Dalt,4750,51,4699,214,1,"4,55%",4699,"4,55%"
34022222228,Tierz,442,3,439,20,2,"4,56%",439,"4,56%"
34094343901,Deltebre,5974,118,5856,267,1,"4,56%",5856,"4,56%"
34014141068,Osuna,9006,190,8816,402,1,"4,56%",8816,"4,56%"
34012929093,Valle de Abdalajís,1550,81,1469,67,1,"4,56%",1469,"4,56%"
34104646097,Cofrentes,830,19,811,37,1,"4,56%",811,"4,56%"
34094343003,L'Albiol,230,11,219,10,1,"4,57%",219,"4,57%"
34111010058,Casatejada,764,20,744,34,1,"4,57%",744,"4,57%"
34084545036,Carmena,558,11,547,25,1,"4,57%",547,"4,57%"
34014141058,Mairena del Alcor,11863,215,11648,533,1,"4,58%",11648,"4,58%"
34104646022,Alfafar,9944,111,9833,450,2,"4,58%",9833,"4,58%"
34011111008,Los Barrios,10526,209,10317,473,1,"4,58%",10317,"4,58%"
34084545113,Los Navalucillos,1288,26,1262,58,1,"4,60%",1262,"4,60%"
34073737286,San Martín del Castañar,179,5,174,8,1,"4,60%",174,"4,60%"
34010404044,Fines,1300,17,1283,59,1,"4,60%",1283,"4,60%"
34164848071,Muskiz,4124,59,4065,187,2,"4,60%",4065,"4,60%"
34012323002,Alcalá la Real,12348,159,12189,561,2,"4,60%",12189,"4,60%"
34025050219,La Puebla de Alfindén,2933,48,2885,133,1,"4,61%",2885,"4,61%"
34070505005,Albornos,142,5,137,6,1,"4,38%",130,"4,62%"
34012121005,Almonte,10051,114,9937,459,1,"4,62%",9937,"4,62%"
34073737381,La Zarza de Pumareda,110,7,103,7,1,"6,80%",151,"4,64%"
34014141037,Los Corrales,2423,72,2351,109,1,"4,64%",2351,"4,64%"
34100303064,Dolores,3994,73,3921,182,1,"4,64%",3921,"4,64%"
34162020069,Donostia/San Sebastián,88212,714,87498,4065,6,"4,65%",87498,"4,65%"
34074242164,San Leonardo de Yagüe,1106,30,1076,50,1,"4,65%",1076,"4,65%"
34073737366,Villarmuerto,38,1,37,2,1,"5,41%",43,"4,65%"
34012323041,Higuera de Calatrava,432,2,430,20,1,"4,65%",430,"4,65%"
34143030036,San Pedro del Pinatar,10213,223,9990,465,2,"4,65%",9990,"4,65%"
34094343024,Bellvei,1113,19,1094,51,2,"4,66%",1094,"4,66%"
34110606117,Salvatierra de los Barros,1132,81,1051,49,1,"4,66%",1051,"4,66%"
34063939007,Arredondo,386,0,386,18,1,"4,66%",386,"4,66%"
34153131023,Aranguren,6269,52,6217,290,1,"4,66%",6217,"4,66%"
34012929051,Estepona,24557,379,24178,1128,1,"4,67%",24178,"4,67%"
34070505038,Bonilla de la Sierra,152,1,151,7,1,"4,64%",150,"4,67%"
34025050216,Pozuelo de Aragón,174,24,150,7,1,"4,67%",150,"4,67%"
34011818146,Orce,734,6,728,34,2,"4,67%",728,"4,67%"
34092525085,Estaràs,101,3,98,5,1,"5,10%",107,"4,67%"
34164848097,Zaratamo,831,18,813,38,2,"4,67%",813,"4,67%"
34074949131,Moralina,186,9,177,8,1,"4,52%",171,"4,68%"
34162020036,Hondarribia,8378,128,8250,386,1,"4,68%",8250,"4,68%"
34143030005,Alcantarilla,19000,204,18796,880,4,"4,68%",18796,"4,68%"
34123232069,Ribadavia,3311,47,3264,153,1,"4,69%",3264,"4,69%"
34070505061,La Colilla,220,7,213,10,1,"4,69%",213,"4,69%"
34040707047,Sencelles,1883,30,1853,87,1,"4,70%",1853,"4,70%"
34081313097,Villarta de San Juan,1736,36,1700,80,1,"4,71%",1700,"4,71%"
34092525254,Vilanova de la Barca,538,28,510,24,1,"4,71%",510,"4,71%"
34080202003,Albacete,88561,1230,87331,4111,4,"4,71%",87331,"4,71%"
34025050025,La Almunia de Doña Godina,3092,57,3035,143,1,"4,71%",3035,"4,71%"
34094343101,Passanant i Belltall,135,4,131,9,1,"6,87%",191,"4,71%"
34104646256,Vilamarxant,5556,60,5496,259,1,"4,71%",5496,"4,71%"
34074949133,Moreruela de Tábara,218,6,212,10,1,"4,72%",212,"4,72%"
34010404052,Huércal de Almería,8188,74,8114,383,3,"4,72%",8114,"4,72%"
34094343016,L'Arboç,2382,32,2350,111,1,"4,72%",2350,"4,72%"
34132828134,San Sebastián de los Reyes,47107,486,46621,2204,2,"4,73%",46621,"4,73%"
34012323044,Huelma,3781,59,3722,176,1,"4,73%",3722,"4,73%"
34011414902,La Guijarrosa,917,30,887,42,1,"4,74%",887,"4,74%"
34153131084,Etxarri Aranatz,1206,87,1119,53,1,"4,74%",1119,"4,74%"
34121515003,Aranga,1340,10,1330,63,1,"4,74%",1330,"4,74%"
34081313093,Villanueva de los Infantes,2965,31,2934,139,1,"4,74%",2934,"4,74%"
34090808148,Olivella,1379,7,1372,65,1,"4,74%",1372,"4,74%"
34172626080,Igea,406,5,401,19,1,"4,74%",401,"4,74%"
34074949010,Arcenillas,275,1,274,13,1,"4,74%",274,"4,74%"
34072424040,Carrocera,320,4,316,15,1,"4,75%",316,"4,75%"
34084545203,Yuncler,2024,66,1958,93,1,"4,75%",1958,"4,75%"
34153131077,Corella,3929,78,3851,183,1,"4,75%",3851,"4,75%"
34091717032,Cadaqués,1083,73,1010,48,1,"4,75%",1010,"4,75%"
34081919216,Peralejos de las Truchas,110,2,108,5,1,"4,63%",105,"4,76%"
34074747125,Pozuelo de la Orden,34,2,32,1,1,"3,13%",21,"4,76%"
34074747126,Puras,38,5,33,1,1,"3,03%",21,"4,76%"
34074242023,Alpanseque,40,0,40,1,1,"2,50%",21,"4,76%"
34074040019,Arahuetes,21,0,21,1,1,"4,76%",21,"4,76%"
34123232054,Ourense,55196,663,54533,2599,6,"4,77%",54533,"4,77%"
34025050095,Ejea de los Caballeros,8099,105,7994,381,1,"4,77%",7994,"4,77%"
34104646089,Casinos,1813,30,1783,85,2,"4,77%",1783,"4,77%"
34090808127,Monistrol de Montserrat,1358,38,1320,63,1,"4,77%",1320,"4,77%"
34053535003,Antigua,4481,102,4379,209,2,"4,77%",4379,"4,77%"
34104646213,Requena,10233,123,10110,483,2,"4,78%",10110,"4,78%"
34014141087,Sanlúcar la Mayor,6305,236,6069,290,1,"4,78%",6069,"4,78%"
34123232081,Toén,1649,17,1632,78,2,"4,78%",1632,"4,78%"
34132828008,Aldea del Fresno,1562,35,1527,73,2,"4,78%",1527,"4,78%"
34123232023,Castro Caldelas,834,19,815,39,1,"4,79%",815,"4,79%"
34011111014,Conil de la Frontera,11563,92,11471,549,2,"4,79%",11471,"4,79%"
34011818132,Moclín,2290,34,2256,108,1,"4,79%",2256,"4,79%"
34012929040,Casarabonela,1552,48,1504,72,2,"4,79%",1504,"4,79%"
34121515058,Oleiros,17211,126,17085,818,2,"4,79%",17085,"4,79%"
34063939009,Bárcena de Cicero,2506,42,2464,118,1,"4,79%",2464,"4,79%"
34121515081,As Somozas,775,4,771,37,1,"4,80%",771,"4,80%"
34063939092,Valdeolea,613,9,604,29,1,"4,80%",604,"4,80%"
34010404069,Olula del Río,3698,35,3663,176,2,"4,80%",3663,"4,80%"
34100303008,Alcoleja,137,5,132,5,1,"3,79%",104,"4,81%"
34025050051,Biota,627,3,624,30,1,"4,81%",624,"4,81%"
34104646109,Cheste,4473,126,4347,209,1,"4,81%",4347,"4,81%"
34132828009,Algete,10485,121,10364,500,2,"4,82%",10364,"4,82%"
34081616170,Priego,507,31,476,23,1,"4,83%",476,"4,83%"
34022222022,Almunia de San Juan,458,3,455,22,1,"4,84%",455,"4,84%"
34072424098,Matallana de Torío,835,8,827,40,1,"4,84%",827,"4,84%"
34012121033,Fuenteheridos,465,31,434,21,1,"4,84%",434,"4,84%"
34053838021,Hermigua,1213,35,1178,57,1,"4,84%",1178,"4,84%"
34162020021,Belauntza,126,2,124,6,1,"4,84%",124,"4,84%"
34081313005,Alcázar de San Juan,16192,266,15926,771,3,"4,84%",15926,"4,84%"
34100303111,Redován,4115,51,4064,197,1,"4,85%",4064,"4,85%"
34074949156,Pinilla de Toro,166,2,164,8,1,"4,88%",165,"4,85%"
34104646223,Sedaví,5876,60,5816,282,2,"4,85%",5816,"4,85%"
34014141052,Lantejuela,2389,39,2350,114,2,"4,85%",2350,"4,85%"
34110606034,Casas de Reina,139,6,133,5,1,"3,76%",103,"4,85%"
34081313034,Ciudad Real,39642,471,39171,1903,1,"4,86%",39171,"4,86%"
34094343156,Ulldecona,2779,42,2737,133,1,"4,86%",2737,"4,86%"
34123232058,O Pereiro de Aguiar,3850,43,3807,185,1,"4,86%",3807,"4,86%"
34012929082,Rincón de la Victoria,22366,245,22121,1075,2,"4,86%",22121,"4,86%"
34092525240,Vallfogona de Balaguer,885,21,864,42,1,"4,86%",864,"4,86%"
34022222112,Fraga,5743,148,5595,272,1,"4,86%",5595,"4,86%"
34091717033,Caldes de Malavella,3031,50,2981,145,1,"4,86%",2981,"4,86%"
34110606064,Higuera de la Serena,705,7,698,34,2,"4,87%",698,"4,87%"
34132828059,Fuente el Saz de Jarama,3330,89,3241,158,1,"4,88%",3241,"4,88%"
