Client_name;grade;emp_title;emp_length;home_ownership;annual_inc;addr_state;riesgo
9177329;C;Director;8 years;RENT;75000.0;PA;Bajo riesgo
2416814;A;Habersham Funding, LLC;5 years;RENT;57000.0;GA;Bajo riesgo
11467000;B;Manager;10+ years;MORTGAGE;67000.0;NY;Alto riesgo
31227125;D;Delivery Driver;1 year;RENT;10000.0;TX;Bajo riesgo
65522652;A;Manager ;1 year;MORTGAGE;80000.0;MO;Alto riesgo
70386409;C;Administrative ;7 years;MORTGAGE;77000.0;NJ;Alto riesgo
8997419;D;Providence alaska medical center;5 years;RENT;60000.0;AK;Bajo riesgo
1489919;B;MacNeal Hospital;1 year;RENT;25000.0;IL;Bajo riesgo
5407981;B;Lockheed Martin;2 years;MORTGAGE;76000.0;FL;Alto riesgo
14117084;B;EVS- Housekeeping;6 years;RENT;35000.0;IL;Bajo riesgo
28812041;A;Imaging Engineer;7 years;MORTGAGE;74480.0;FL;Alto riesgo
64271961;A;Regional Business Manager;1 year;OWN;130000.0;CT;Sin riesgo
69232440;E;Rest;;RENT;22000.0;OR;Bajo riesgo
43427728;F;Sales Executive;4 years;RENT;80000.0;GA;Bajo riesgo
23843615;A;Teacher;10+ years;OWN;57365.0;KS;Sin riesgo
1087435;B;Levin & Glasser, P.C.;10+ years;RENT;83000.0;NY;Bajo riesgo
45431048;F;Senior Project Manager;7 years;RENT;106450.0;KY;Bajo riesgo
58680297;A;Supervisor;4 years;RENT;74000.0;NY;Bajo riesgo
60194791;B;Apprentice electrician;9 years;MORTGAGE;70000.0;OR;Alto riesgo
11057574;C;Resident Physician;< 1 year;RENT;49000.0;MI;Bajo riesgo
1444884;C;Phoenix Children's Hospital;10+ years;RENT;42000.0;AZ;Bajo riesgo
69282375;B;Officer;10+ years;MORTGAGE;100000.0;TX;Alto riesgo
67537969;A;Medical Assistant;4 years;RENT;40000.0;CA;Bajo riesgo
67600667;B;reciever;8 years;RENT;45000.0;NJ;Bajo riesgo
58678944;D;Rest;;MORTGAGE;101500.0;MD;Alto riesgo
67758714;A;Teacher;8 years;MORTGAGE;44000.0;TX;Alto riesgo
31187992;F;assistant executive pastry chef;2 years;RENT;60000.0;NV;Bajo riesgo
59509197;B;Asst Director Of Acctg;10+ years;RENT;65000.0;FL;Bajo riesgo
17332407;D;Driver;10+ years;MORTGAGE;90000.0;CA;Alto riesgo
8499576;A;The Home Depot;1 year;MORTGAGE;88000.0;GA;Alto riesgo
17562786;A;Zone Operations Manager;8 years;MORTGAGE;96000.0;IN;Alto riesgo
59730699;F;Accountant;3 years;RENT;45000.0;CA;Bajo riesgo
60828556;B;Journeyman;1 year;MORTGAGE;70000.0;OK;Alto riesgo
8017153;C;Children's Colorado hospital;4 years;RENT;65000.0;CO;Bajo riesgo
4721686;A;Saugus Union School District;10+ years;MORTGAGE;100000.0;CA;Alto riesgo
62240001;B;Account Executive;2 years;RENT;70000.0;CA;Bajo riesgo
23302876;C;sales consultant;1 year;RENT;32000.0;IL;Bajo riesgo
59663816;D;driver;6 years;RENT;95000.0;VA;Bajo riesgo
21258869;A;Rest;;RENT;74000.0;LA;Bajo riesgo
23472770;E;Medical Case Manager;2 years;RENT;78500.0;CA;Bajo riesgo
60707073;B;Financial Representative;< 1 year;RENT;60000.0;CA;Bajo riesgo
1350986;C;philosophy;4 years;RENT;32000.0;AZ;Bajo riesgo
15088595;C;Senior Accountant;4 years;MORTGAGE;65000.0;TX;Alto riesgo
23604326;B;Account Executive;< 1 year;RENT;56500.0;SC;Bajo riesgo
7440920;C;New Pittsburgh Courier Publishing Co.;10+ years;RENT;27000.0;PA;Bajo riesgo
24766135;B;HR Director;2 years;MORTGAGE;100000.0;CT;Alto riesgo
64835975;D;Rest;;OWN;60000.0;CA;Sin riesgo
70268794;B;Classroom aide;1 year;MORTGAGE;90000.0;CA;Alto riesgo
59440046;E;AUDIT aNALYST;10+ years;RENT;56500.0;CT;Bajo riesgo
54505367;C;Machine Operator;8 years;RENT;25000.0;MO;Bajo riesgo
8440461;B;Interstate Batteries;10+ years;RENT;65000.0;TX;Bajo riesgo
8496796;B;ECPI University;9 years;MORTGAGE;47200.0;VA;Alto riesgo
18885013;C;Accounts Payable;10+ years;MORTGAGE;48048.0;MO;Alto riesgo
50287286;B;hvac tech;4 years;MORTGAGE;52000.0;MN;Alto riesgo
6478579;D;Canon City Shopper;< 1 year;OWN;30000.0;CO;Sin riesgo
63306581;C;store manager;< 1 year;MORTGAGE;65000.0;OH;Alto riesgo
5227523;B;Transair;2 years;RENT;75000.0;HI;Bajo riesgo
8081206;B;Frost &  Sullivan ;10+ years;MORTGAGE;105000.0;CA;Alto riesgo
4036767;A;truly nolan;10+ years;MORTGAGE;84200.0;FL;Alto riesgo
65532134;A;Acct. Manager;10+ years;MORTGAGE;55000.0;MD;Alto riesgo
7417457;E;old dominion freight lines;8 years;MORTGAGE;93000.0;MO;Alto riesgo
22341933;B;Teacher;1 year;RENT;30000.0;NC;Bajo riesgo
27710496;B;Supervisor;3 years;MORTGAGE;135000.0;NY;Alto riesgo
8302102;E;Rest;;MORTGAGE;36000.0;IN;Alto riesgo
69535964;C;Controls System Tech;10+ years;MORTGAGE;63648.0;KY;Alto riesgo
35102937;A;Federal Compliance Secretary;9 years;OWN;37000.0;LA;Sin riesgo
34892183;C;Director of Special Projects;6 years;MORTGAGE;75209.94;GA;Alto riesgo
49860144;D;Attorney;1 year;MORTGAGE;148000.0;GA;Alto riesgo
39172641;B;Vault Teller;< 1 year;RENT;22880.0;WA;Bajo riesgo
4669280;C;Chevron;6 years;MORTGAGE;160000.0;LA;Alto riesgo
70791769;C;Executive Director;7 years;RENT;75000.0;KY;Bajo riesgo
38841426;C;Operations Manager;10+ years;MORTGAGE;105000.0;OK;Alto riesgo
40751300;B;operator;10+ years;MORTGAGE;85000.0;IN;Alto riesgo
21077930;D;supervisor;8 years;MORTGAGE;42000.0;DE;Alto riesgo
54025630;C;Director of Design Devl;7 years;OWN;170000.0;NJ;Sin riesgo
70410667;B;Service Manager;10+ years;MORTGAGE;87000.0;PA;Alto riesgo
53363227;B;Rest;;RENT;55000.0;FL;Bajo riesgo
59429143;A;dental hygientist;10+ years;RENT;87000.0;TX;Bajo riesgo
1764745;A;Town of Colorado City;10+ years;OWN;50000.0;AZ;Sin riesgo
49272306;A;Accounting;3 years;MORTGAGE;64000.0;UT;Alto riesgo
70276849;B;VP Government Services;10+ years;RENT;90000.0;FL;Bajo riesgo
624087;D;Colorado Springs Team Real Estate;1 year;MORTGAGE;60000.0;CO;Alto riesgo
8898574;B;Trummer Dental Tech;8 years;RENT;60000.0;VA;Bajo riesgo
55318430;B;long term sub/teacher;10+ years;RENT;40000.0;SC;Bajo riesgo
26238898;B;teacher;5 years;MORTGAGE;45000.0;VA;Alto riesgo
69842914;E;Rest;;MORTGAGE;55000.0;NC;Alto riesgo
46051482;B;consultant;6 years;MORTGAGE;95000.0;MN;Alto riesgo
52375996;D;reservations manager;10+ years;RENT;50000.0;HI;Bajo riesgo
36165007;C;Rest;;OWN;38000.0;GA;Sin riesgo
73385615;B;driver;< 1 year;MORTGAGE;48000.0;AR;Alto riesgo
37016040;C;Assembly Operator;6 years;MORTGAGE;35000.0;IN;Alto riesgo
10347760;C;Dental Hygienist;4 years;MORTGAGE;75000.0;NJ;Alto riesgo
41165867;B;Manufacturing Engineer/CNC supervisor;2 years;MORTGAGE;85000.0;IL;Alto riesgo
33149114;B;Lmt;10+ years;RENT;40000.0;OR;Bajo riesgo
12034461;D;Administrator;10+ years;MORTGAGE;70000.0;VA;Alto riesgo
10761412;C;Supervisor;10+ years;MORTGAGE;43000.0;WI;Alto riesgo
60214255;A;florist;10+ years;RENT;30000.0;CA;Bajo riesgo
23011902;C;Rest;;MORTGAGE;80000.0;TX;Alto riesgo
63119991;C;cook;10+ years;OWN;42000.0;NY;Sin riesgo
47377232;D;Driver ;10+ years;MORTGAGE;131000.0;CA;Alto riesgo
49921725;B;Asst Director Business Analysis;10+ years;MORTGAGE;137260.0;MD;Alto riesgo
70689173;E;Phone Tech;2 years;RENT;24000.0;FL;Bajo riesgo
4233309;C;City of Alexandria;7 years;OWN;80000.0;VA;Sin riesgo
54585689;C;Business Services Administrator;10+ years;MORTGAGE;51000.0;CA;Alto riesgo
46942692;A;FINANCIAL MANAGER;10+ years;RENT;117000.0;OK;Bajo riesgo
48482826;C;Assistant Director, Materials management;1 year;MORTGAGE;48250.0;MS;Alto riesgo
67788462;C;Senior I T Manager;7 years;MORTGAGE;129800.0;GA;Alto riesgo
43946628;B;Senior Technician;< 1 year;MORTGAGE;75000.0;OH;Alto riesgo
11980174;B;sales associate;10+ years;MORTGAGE;70000.0;NV;Alto riesgo
65449302;C;Staff Accountant;3 years;MORTGAGE;60000.0;WA;Alto riesgo
7430053;C;Ambius;10+ years;MORTGAGE;65455.07;TX;Alto riesgo
68810365;B;Registered Nurse;8 years;MORTGAGE;45000.0;NY;Alto riesgo
776011;E;JPMorgan Chase;10+ years;MORTGAGE;72000.0;NY;Alto riesgo
24755755;C;plant manager;7 years;MORTGAGE;58000.0;FL;Alto riesgo
66544022;D;V.P. of Mass Market Sales;10+ years;RENT;50000.0;HI;Bajo riesgo
33760256;C;ER3;10+ years;MORTGAGE;42700.0;AL;Alto riesgo
57926021;A;Human Resources Director;10+ years;RENT;128000.0;NV;Bajo riesgo
42375577;C;maintenence coordinator;10+ years;MORTGAGE;53000.0;NC;Alto riesgo
8730436;C;Conoco;8 years;RENT;20000.0;WA;Bajo riesgo
1841494;A;atrion networking;10+ years;MORTGAGE;160000.0;RI;Alto riesgo
11317086;C;Personal Banker;3 years;MORTGAGE;51500.0;AZ;Alto riesgo
20086745;C;Order Coordinator/Team Leader;3 years;RENT;31000.0;NY;Bajo riesgo
40995178;E;Senior Project Manager;9 years;RENT;126000.0;CA;Bajo riesgo
4379798;B;First Data Corporation;6 years;MORTGAGE;89000.0;VA;Alto riesgo
465472;B;BP America Production Company;10+ years;MORTGAGE;99473.0;MS;Alto riesgo
62513248;D;Rest;;RENT;32000.0;UT;Bajo riesgo
22692198;A;Assistant supervisor ;8 years;MORTGAGE;58000.0;CA;Alto riesgo
64647459;A;Operational Risk Manager;10+ years;MORTGAGE;95000.0;GA;Alto riesgo
58701509;G;Sale;9 years;OWN;39984.0;GA;Sin riesgo
7441070;B;Automatic Data Processing;10+ years;MORTGAGE;230000.0;GA;Alto riesgo
10760615;B;1st pressman;10+ years;MORTGAGE;80000.0;AR;Alto riesgo
55457575;D;General Manager;10+ years;MORTGAGE;40000.0;NM;Alto riesgo
53325028;E;Property Manager;7 years;RENT;50000.0;CA;Bajo riesgo
69374558;D;Brand Marketing Manager;2 years;RENT;273000.0;CA;Bajo riesgo
1489538;C;beeler paving & earthwork;10+ years;MORTGAGE;29000.0;CA;Alto riesgo
2386901;C;First Transit;2 years;RENT;88500.0;WA;Bajo riesgo
672174;A;Rest;;MORTGAGE;50000.0;OR;Alto riesgo
44315998;D;Property Management Technician;4 years;MORTGAGE;44000.0;TX;Alto riesgo
7667864;C;home services lending affiliate of Wells;6 years;RENT;55000.0;CA;Bajo riesgo
61974440;C;Teacher;5 years;RENT;70714.0;NY;Bajo riesgo
15210488;B;Software Engineer;1 year;MORTGAGE;95000.0;MD;Alto riesgo
49613862;A;Correctional deputy;8 years;MORTGAGE;110000.0;CA;Alto riesgo
10409048;B;Branch Operations Manager;9 years;MORTGAGE;90000.0;PA;Alto riesgo
63149345;D;Table Games Dealer;< 1 year;RENT;72000.0;CA;Bajo riesgo
10147496;F;VP of Business Development;< 1 year;MORTGAGE;85000.0;CA;Alto riesgo
45871150;D;Sales;1 year;OWN;48000.0;CA;Sin riesgo
4235585;B;State of Alabama;6 years;MORTGAGE;76000.0;AL;Alto riesgo
42223549;A;Surface worker/coal mine;3 years;OWN;39000.0;KY;Sin riesgo
31097648;C;Operations Executive;5 years;MORTGAGE;118000.0;TX;Alto riesgo
2227267;A;Rest;10+ years;MORTGAGE;72000.0;CA;Alto riesgo
36064685;B;owner;5 years;MORTGAGE;30000.0;FL;Alto riesgo
70357444;D;LPN;10+ years;OWN;45045.0;IN;Sin riesgo
7190571;E;Sunoco Logistics;3 years;MORTGAGE;87800.0;TX;Alto riesgo
859610;A;Employers Claim Management;1 year;MORTGAGE;25040.0;AL;Alto riesgo
7689685;B;Jewish Hospital;1 year;RENT;50000.0;KY;Bajo riesgo
1294683;A;NIHFCU;6 years;RENT;42000.0;MD;Bajo riesgo
1803657;A;Thomas Jefferson University Hospital;3 years;MORTGAGE;70000.0;NJ;Alto riesgo
47853944;A;HVAC Tech;2 years;RENT;77000.0;MA;Bajo riesgo
13610640;B;dock foreman;6 years;RENT;52000.0;AK;Bajo riesgo
22330643;D;Manager;3 years;MORTGAGE;180000.0;MN;Alto riesgo
42366065;D;HEAD STAFF ASSISTANT 28;9 years;MORTGAGE;57000.0;MA;Alto riesgo
51006030;E;Room Leader;4 years;RENT;34000.0;PA;Bajo riesgo
2426697;D;Kiewit Offshore Services, Ltd.;6 years;RENT;72800.0;TX;Bajo riesgo
59700465;C;Sr. Human Resource Manager;1 year;MORTGAGE;67500.0;OH;Alto riesgo
14950044;C;Financial analyst;10+ years;MORTGAGE;85000.0;CA;Alto riesgo
47487516;D;Account Manager;3 years;RENT;140000.0;WA;Bajo riesgo
65023219;B;RN;10+ years;MORTGAGE;82000.0;VA;Alto riesgo
43865501;B;dealer;3 years;OWN;74000.0;NM;Sin riesgo
17682809;B;Transaction Trader, Real Time;10+ years;MORTGAGE;86000.0;OR;Alto riesgo
43445751;C;kitchen worker;5 years;MORTGAGE;55000.0;PA;Alto riesgo
5217228;A;PROGRESSIVE INSURANCE CO;10+ years;MORTGAGE;115000.0;GA;Alto riesgo
15900327;C;Sr. Manager Product Integrity;10+ years;OWN;87000.0;PA;Sin riesgo
11618637;B;labor;10+ years;MORTGAGE;40000.0;PA;Alto riesgo
7190556;E;Kaloko Dental LLC;2 years;RENT;20000.0;HI;Bajo riesgo
1604450;B;Aviation Quality Group;2 years;RENT;27000.0;OH;Bajo riesgo
42553795;B;Manager;4 years;MORTGAGE;170000.0;AZ;Alto riesgo
49224945;B;Biller;5 years;RENT;27000.0;CA;Bajo riesgo
14627952;C;Network Analyst;7 years;MORTGAGE;96757.0;MD;Alto riesgo
12001023;C;Custodial Engineer;10+ years;MORTGAGE;67000.0;NY;Alto riesgo
14268775;A;RN;4 years;RENT;30000.0;OK;Bajo riesgo
73109903;D;laser technician;2 years;RENT;32000.0;NY;Bajo riesgo
16681582;C;Claim Representative;10+ years;MORTGAGE;70000.0;DE;Alto riesgo
736279;B;Washington, DC Law Firm;2 years;RENT;55000.0;MD;Bajo riesgo
62453825;C;Project Managment Assistant;3 years;RENT;72000.0;CA;Bajo riesgo
14909110;A;truck driver;8 years;RENT;60000.0;MN;Bajo riesgo
37306604;D;Associate Professor of Criminal Justice;9 years;MORTGAGE;52000.0;TX;Alto riesgo
68481459;C;Mechanical Engineer;4 years;MORTGAGE;73000.0;TX;Alto riesgo
41575998;D;supervisor;3 years;OWN;28800.0;TX;Sin riesgo
10789806;B;Boards and Commissions Coordinator;10+ years;MORTGAGE;46700.0;CO;Alto riesgo
3866304;C;UPS;10+ years;OWN;25000.0;MD;Sin riesgo
28770735;E;Lawn Care Technician;2 years;RENT;30000.0;NJ;Bajo riesgo
71328436;B;Corp Manager - Finanial Systems;10+ years;MORTGAGE;106500.0;MO;Alto riesgo
49586723;C;press operator ;10+ years;MORTGAGE;60000.0;IN;Alto riesgo
61514856;A;Registered Nurse;4 years;MORTGAGE;60372.0;MN;Alto riesgo
19876906;A;Driver;6 years;MORTGAGE;80000.0;TX;Alto riesgo
2737329;D;PROGRESSIVE INSURANCE;7 years;MORTGAGE;53000.0;TX;Alto riesgo
31307302;C;Treasury Sales Analyst;10+ years;RENT;52146.0;MO;Bajo riesgo
65135477;B;Geek Squad Dispatch Agent;7 years;RENT;49637.0;FL;Bajo riesgo
59670013;C;Rural Mail Carrier;1 year;OWN;40000.0;KS;Sin riesgo
1648063;B;Trinity Insdustires;< 1 year;MORTGAGE;73000.0;TX;Alto riesgo
32879208;D;department manager;10+ years;MORTGAGE;70000.0;NJ;Alto riesgo
62564307;C;Teacher;8 years;RENT;68000.0;MD;Bajo riesgo
54036420;B;Route Sales Rep;5 years;MORTGAGE;80000.0;NY;Alto riesgo
59146978;C;Pharmacy Tech;4 years;RENT;29986.0;CO;Bajo riesgo
49302882;E;Truck driver;2 years;MORTGAGE;45000.0;IN;Alto riesgo
59469505;C;ASSISTANT MANAGER;10+ years;MORTGAGE;120700.0;CA;Alto riesgo
1727078;B;U.S. Air Force;7 years;RENT;60000.0;WY;Bajo riesgo
70460076;A;Senior Consultant;< 1 year;OWN;96000.0;IL;Sin riesgo
43887087;A;nurse;2 years;MORTGAGE;60000.0;TX;Alto riesgo
61954639;B;Master Chief Electrician;10+ years;MORTGAGE;102000.0;VA;Alto riesgo
43328015;A;Principal Software Developer;5 years;MORTGAGE;125000.0;CA;Alto riesgo
70791679;C;quality control analyst;5 years;RENT;85000.0;CA;Bajo riesgo
70620461;B;Relief driver;< 1 year;OWN;34000.0;PA;Sin riesgo
69614116;D;Rovings Attendant;10+ years;MORTGAGE;50000.0;OH;Alto riesgo
8409938;A;State Farm insurance;10+ years;MORTGAGE;105000.0;TN;Alto riesgo
61954535;A;Regional Director;3 years;RENT;60000.0;TX;Bajo riesgo
18293417;A;System Specialist;8 years;RENT;40000.0;CO;Bajo riesgo
3256853;B;TSA;6 years;RENT;44000.0;FL;Bajo riesgo
465029;B;Sun State Builders;4 years;MORTGAGE;47000.0;AZ;Alto riesgo
53722842;F;Grants Manager;10+ years;RENT;64400.0;GA;Bajo riesgo
59639153;B;Department Manager;1 year;MORTGAGE;52000.0;OH;Alto riesgo
46677960;C;Crew member;3 years;RENT;45000.0;CA;Bajo riesgo
1331667;G;Columbia University;6 years;MORTGAGE;75000.0;NJ;Alto riesgo
2707046;B;Perinatal Associates;10+ years;RENT;42000.0;MD;Bajo riesgo
24766848;B;FieldOps Specialist;7 years;MORTGAGE;70000.0;OH;Alto riesgo
59779791;C;Commercial Banking;8 years;OWN;120000.0;UT;Sin riesgo
67019307;B;Account Executive ;1 year;MORTGAGE;140000.0;TX;Alto riesgo
12429089;C;shipping team leader;10+ years;MORTGAGE;35000.0;KY;Alto riesgo
8730653;B;SDMSI;7 years;RENT;50000.0;CO;Bajo riesgo
43336029;A;Helpdesk Analyst;8 years;OWN;52000.0;SC;Sin riesgo
33880766;D;Director, Digial Creative;7 years;MORTGAGE;92000.0;WI;Alto riesgo
56207988;C;Program Assistant;10+ years;RENT;54651.0;CA;Bajo riesgo
36997120;C;Marketing graphic designer;1 year;RENT;48500.0;IN;Bajo riesgo
14918404;A;Flight Attendant;10+ years;RENT;65000.0;CA;Bajo riesgo
33288925;E;GM;10+ years;RENT;70000.0;NV;Bajo riesgo
34351314;A;police officer;10+ years;RENT;87000.0;IL;Bajo riesgo
19595797;E;Business Banker;9 years;MORTGAGE;104000.0;CO;Alto riesgo
965507;B;los angeles county ;10+ years;RENT;54000.0;CA;Bajo riesgo
59053548;B;Technician III;7 years;MORTGAGE;62500.0;CA;Alto riesgo
59488870;E;Picking lead;4 years;RENT;44000.0;CA;Bajo riesgo
7691330;B;Vasso Waste Systems;;OWN;106600.0;NY;Sin riesgo
37167517;E;assembler;10+ years;MORTGAGE;68000.0;SC;Alto riesgo
36194919;B;Rest;;OWN;32000.0;TN;Sin riesgo
14269532;A;Police Officer ;7 years;MORTGAGE;140000.0;AZ;Alto riesgo
68860442;B;Senior Analyst;1 year;RENT;110000.0;GA;Bajo riesgo
1804036;B;RCN;10+ years;RENT;35000.0;PA;Bajo riesgo
73192446;D;Certified Medical Assistant;4 years;MORTGAGE;37300.0;TX;Alto riesgo
66391954;C;Subcontract Administrator;< 1 year;RENT;95000.0;MD;Bajo riesgo
49696143;B;Project engineer;1 year;RENT;105000.0;CA;Bajo riesgo
70407136;C;NURSE;3 years;MORTGAGE;40000.0;TN;Alto riesgo
32267332;B;Regional Director of Operations;10+ years;RENT;119624.0;CA;Bajo riesgo
9389762;A;Interviewer II;5 years;MORTGAGE;50000.0;WV;Alto riesgo
57355282;B;Manager, Sales Operations;3 years;MORTGAGE;95000.0;NJ;Alto riesgo
63306285;C;Internal Wholesaler;10+ years;MORTGAGE;79000.0;CT;Alto riesgo
24614705;C;Dental Sterilization Technican;10+ years;MORTGAGE;47000.0;NC;Alto riesgo
42832514;B;Anaylst;< 1 year;MORTGAGE;57300.0;TX;Alto riesgo
66403511;C;Rest;;OWN;62112.36;TX;Sin riesgo
53433019;C;Fleet Manager;7 years;OWN;53000.0;OR;Sin riesgo
46962698;C;Driver ;4 years;MORTGAGE;60000.0;MA;Alto riesgo
18645681;B;Network Engineer;6 years;MORTGAGE;65000.0;VA;Alto riesgo
70031448;A;Principal;10+ years;MORTGAGE;141000.0;NJ;Alto riesgo
70390466;B;Rest;;RENT;26300.0;NY;Bajo riesgo
66156139;A;Field Service Engineer;6 years;MORTGAGE;100000.0;OH;Alto riesgo
40050553;C;Rest;;RENT;78000.0;GA;Bajo riesgo
13359859;C;Engineer;6 years;MORTGAGE;96000.0;OH;Alto riesgo
2435167;C;Cieszynski Enterprises;3 years;RENT;45000.0;WI;Bajo riesgo
772192;A;empire merchants;10+ years;MORTGAGE;97000.0;NY;Alto riesgo
564054;D;Rest;10+ years;RENT;88115.0;CA;Bajo riesgo
54746132;B;supply suport tech 2;10+ years;OWN;55000.0;NJ;Sin riesgo
19435272;B;collections;8 years;MORTGAGE;49000.0;PA;Alto riesgo
33880366;C;Deputy Attorney General;10+ years;RENT;120000.0;CA;Bajo riesgo
64823835;C;Physician-Anesthesiologist;3 years;RENT;275000.0;VT;Bajo riesgo
67666928;B;maintenance tech;6 years;MORTGAGE;38500.0;CA;Alto riesgo
33930553;A;Senior Field Engineer;10+ years;MORTGAGE;110000.0;VA;Alto riesgo
54665118;A;Rest;;MORTGAGE;95000.0;CA;Alto riesgo
68401897;C;Mechanical Design Engineer;6 years;RENT;89000.0;MD;Bajo riesgo
62014056;B;Utilities ;< 1 year;MORTGAGE;48000.0;LA;Alto riesgo
72278181;C;supervisor of grounds;10+ years;MORTGAGE;60000.0;NY;Alto riesgo
31497253;C;Sr. Business Application Developer;10+ years;OWN;53045.0;NY;Sin riesgo
72039264;B;Body and Paint tech;5 years;MORTGAGE;46706.0;MI;Alto riesgo
72867191;B;Mental Health Therapist;2 years;MORTGAGE;105000.0;VA;Alto riesgo
68458896;B;Quality Technician;7 years;MORTGAGE;60000.0;WI;Alto riesgo
13127085;E;clerk;10+ years;MORTGAGE;56000.0;FL;Alto riesgo
44206371;A;Rest;;MORTGAGE;42000.0;NY;Alto riesgo
9877322;B;Manager;< 1 year;RENT;45000.0;NC;Bajo riesgo
1740240;C;nassifs pharmacy;10+ years;MORTGAGE;40000.0;MA;Alto riesgo
43936191;A;owner;10+ years;MORTGAGE;60000.0;SC;Alto riesgo
43217596;C;Architect;10+ years;RENT;79000.0;CA;Bajo riesgo
61496687;A;Systems Software Specialist;10+ years;RENT;82000.0;CA;Bajo riesgo
45400921;B;ESPN - Sport Planner;< 1 year;RENT;60000.0;NY;Bajo riesgo
62423218;C;dietry ;7 years;RENT;30000.0;CA;Bajo riesgo
61535937;B;Medical Billing;9 years;RENT;45000.0;MI;Bajo riesgo
64311975;B;Registered Nurse ;10+ years;MORTGAGE;160000.0;WA;Alto riesgo
49705572;D;lead generator;3 years;MORTGAGE;24000.0;OH;Alto riesgo
23583294;C;Sr, Loan Processor;2 years;MORTGAGE;90000.0;AZ;Alto riesgo
43889229;C;Planner 2;5 years;RENT;53581.0;CA;Bajo riesgo
37817650;B;Plumber;1 year;RENT;60000.0;CA;Bajo riesgo
49972666;D;Wellhead Service Technician;2 years;RENT;125000.0;WV;Bajo riesgo
7022440;B;msu ;10+ years;MORTGAGE;36000.0;MI;Alto riesgo
35113051;C;CST;10+ years;MORTGAGE;55000.0;NC;Alto riesgo
64667880;B;Police detective;10+ years;MORTGAGE;90000.0;TX;Alto riesgo
4379067;B;Pwc;2 years;RENT;108000.0;IL;Bajo riesgo
46323325;C;Rest;;RENT;27393.36;AZ;Bajo riesgo
3627992;C;VS Maritime, Inc.;9 years;RENT;31000.0;MD;Bajo riesgo
56902337;C;correction officer;10+ years;RENT;35000.0;MO;Bajo riesgo
6497344;D;Medical City Dallas Hospital;3 years;MORTGAGE;65000.0;TX;Alto riesgo
43143129;C;Maintenance Tech ;10+ years;RENT;75000.0;CA;Bajo riesgo
45680021;B;Clinical Research Associate;7 years;MORTGAGE;70000.0;IN;Alto riesgo
1625281;A;Piedmont Airlines;4 years;RENT;25500.0;VA;Bajo riesgo
45381417;C;substitute teacher;< 1 year;RENT;19000.0;OR;Bajo riesgo
53642798;C;Corrections Sergeant;9 years;MORTGAGE;72392.0;MN;Alto riesgo
55358846;A;Sr msr;7 years;MORTGAGE;50000.0;VA;Alto riesgo
5427445;B;NYSDOT;10+ years;MORTGAGE;49007.0;NY;Alto riesgo
73336411;B;Rest;;RENT;16488.0;CT;Bajo riesgo
41321521;B;Eligibility Specialist;4 years;RENT;50000.0;NY;Bajo riesgo
156526;B;Airborne Ministries;4 years;RENT;8700.0;AR;Bajo riesgo
34140886;A;Driver;3 years;OWN;65000.0;VA;Sin riesgo
7636811;B;The Calhoun School;6 years;RENT;100000.0;NY;Bajo riesgo
49514250;A;Employer Installation Specialist;4 years;MORTGAGE;46800.0;CA;Alto riesgo
49423743;A;Rest;;MORTGAGE;18744.0;WA;Alto riesgo
43376145;C;Deputy;10+ years;MORTGAGE;36000.0;TN;Alto riesgo
32147731;C;Registered Nurse;< 1 year;MORTGAGE;70000.0;NY;Alto riesgo
12011099;B;Plant Operator;10+ years;MORTGAGE;60000.0;NY;Alto riesgo
8297110;A;Massachusetts Institute of Technology;1 year;RENT;55000.0;VA;Bajo riesgo
46766657;D;Insurance Claims Analyst;10+ years;MORTGAGE;53000.0;LA;Alto riesgo
3408764;C;Arlington ISD;10+ years;MORTGAGE;58989.0;TX;Alto riesgo
30075000;B;Collections specialist;10+ years;RENT;120000.0;GA;Bajo riesgo
45291781;D;Support Professional;< 1 year;RENT;12000.0;NC;Bajo riesgo
71139018;A;secretary/customer service;10+ years;MORTGAGE;35000.0;SC;Alto riesgo
8187545;B;Rest;;MORTGAGE;45600.0;CA;Alto riesgo
42282895;B;Regional Scientific Manager;2 years;MORTGAGE;106000.0;CO;Alto riesgo
69871774;B;dump operator/mechanic;8 years;RENT;65500.0;FL;Bajo riesgo
24796725;C;Sportscaster;10+ years;MORTGAGE;115000.0;UT;Alto riesgo
66302991;C;rural carrier assoc;10+ years;RENT;76000.0;GA;Bajo riesgo
43986928;C;Machinst;5 years;MORTGAGE;61000.0;TX;Alto riesgo
56933425;C;Engineer;10+ years;MORTGAGE;115000.0;MI;Alto riesgo
15460017;C;Station Cleaner;10+ years;RENT;90000.0;NY;Bajo riesgo
7208694;C;Tetra Tech, Inc.;1 year;MORTGAGE;135000.0;CO;Alto riesgo
9668414;C;Journeyman Plumber;10+ years;MORTGAGE;60000.0;LA;Alto riesgo
21258253;C;CEO;5 years;RENT;75000.0;CA;Bajo riesgo
37898001;C;Warehouse supervisor;7 years;RENT;48000.0;NY;Bajo riesgo
776044;B;Continental Airlines;10+ years;RENT;49000.0;UT;Bajo riesgo
69891147;B;machine operator ;3 years;MORTGAGE;54000.0;TN;Alto riesgo
3418788;C;Abrazo Health Care, Phoenix Baptist Hosp;< 1 year;RENT;60000.0;AZ;Bajo riesgo
14958951;B;Director of Product;< 1 year;RENT;150000.0;CA;Bajo riesgo
